,AECC,ALOGP,AMR,AMW,ARR,BAC,BID,BLI,C-001,C-002,C-003,C-004,C-005,C-006,C-007,C-008,C-009,C-011,C-012,C-013,C-016,C-017,C-018,C-019,C-024,C-025,C-026,C-027,C-028,C-029,C-033,C-034,C-035,C-038,C-039,C-040,C-041,C-042,CENT,CID,CSI,Cl-089,D/D,D/Dr03,D/Dr04,D/Dr05,D/Dr06,D/Dr09,D/Dr10,D/Dr12,DECC,DELS,Dz,ECC,Es_o,Es_w,F-083,F-084,GMTI,GMTIV,GNar,H-046,H-047,H-048,H-049,H-050,H-051,H-052,H-053,H-054,H-055,HNar,Har,Har2,Hy,HyDp,ICR,J,JhetZ,Jhete,Jhetm,Jhetp,Jhetv,LPRS,Lop,MAXDN,MAXDP,MDDD,MLOGP,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,MSD,MW,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,Me,Mp,Ms,Mv,N-067,N-068,N-069,N-070,N-071,N-072,N-073,N-074,N-075,NAcc,NDon,NumAcc,NumDon,NumHbonds_oct,O-056,O-057,O-058,O-059,O-060,OAcc,ODon,PCD,PCR,PHI,PJI2,PSA_o,PSA_w,PW2,PW3,PW4,PW5,Pol,QW,Qindex,RBF,RBN,RHyDp,Ram,Rww,S-107,S-110,S0K,S1K,S2K,S3K,SCBO,SMTI,SMTIV,SNar,SPI,SRW01,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,STN,Se,Sp,Ss,Sv,T(F..F),T(N..Cl),T(N..F),T(N..N),T(N..O),T(N..S),T(O..Cl),T(O..F),T(O..O),T(O..S),T(S..Cl),T(S..F),T(S..S),TI1,TI2,TIE,TPC,TPSA(Tot),TWC,UNIP,Ui,UnsatAcc_octanol,UnsatAcc_water,UnsatDon_octanol,UnsatDon_water,VAR,VDA,W,WA,Wap,WhetZ,Whete,Whetm,Whetp,Whetv,Xt,Xu,ZM1,ZM1V,ZM2,ZM2V,dEs,dHB_w-o,nAB,nAT,nArCN,nArCO,nArCONHR,nArCONR2,nArCOOH,nArNH2,nArNR2,nArOCON,nArOH,nArOR,nArX,nBM,nBO,nBT,nBnz,nC,nCIC,nCIR,nCL,nCONN,nCRX3,nCar,nCb-,nCbH,nCconj,nCp,nCq,nCrq,nCrs,nCrt,nCs,nCt,nDB,nF,nH,nHAcc,nHDon,nImidazoles,nIsoxazoles,nN,nO,nOHp,nOHs,nOHt,nPyrazoles,nPyridines,nPyrrolidines,nR03,nR04,nR05,nR06,nR09,nR10,nR12,nR=Cs,nR=Ct,nRCO,nRCONHR,nRCONR2,nRCOOR,nRNHR,nRNR2,nROH,nROR,nS,nSK,nSO2N,nTB,nThiophenes,nTriazoles,nX,piID,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,set,title,w,ww,|dEs|
97,15.034,3.744,222.362,6.51,0.18,213,58.141,1.035,5,8,1,0,2,7,0,5,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,6,0,0,6902,116.115,1808,0,755.985,0,0,119.961,284.626,0,239.302,0,1.8,98.115,127,872,-123.4242096,-76.50466156,0,0,55660,130747,1.955,14,32,0,0,2,0,16,2,0,0,1.794,118.959,314.236,0.057,73153,3.125,1.717,1.941,1.936,1.941,1.344,1.436,354.626,1.54,2.442,7.648,71.793,1.128,61,83,105,133,161,174,199,232,259,271,0.156,807.16,61,5.666,6.5,7.37,8.228,9.104,9.972,10.852,11.726,12.608,1,0.62,2.34,0.58,0,0,0,0,0,6,0,0,0,6,2,6,2,2,0,0,6,2,0,6,0,67.231,1.288,18.921,0.818,144.375,144.343,0.572,0.326,0.176,0.1,94,10167.28,31,0.118,15,150.185,19,46.841,0,0,335.763,47.123,23.288,13.748,72.5,54843,84461,38.895,39.055,58,122,0,454,10,2000,98,9598,738,48472,8.044,123.74,76.51,135.5,71.99,0,0,0,81,282,0,0,0,232,0,0,0,0,445.364,3.216,300.864,233.11,157.9,201.025,341,4.17,8,8,0,0,314,460,13340,8.07,134040,11749.56,11779.7,11750.71,16970.03,15887.91,0.16,46.743,288,748,332,681,-46.91954804,0,11,124,0,0,0,0,0,0,0,0,0,0,0,17,61,127,2,44,4,6,0,0,0,10,3,7,0,5,0,0,6,0,13,1,6,0,66,14,2,0,0,6,8,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,2,4,0,0,0,0,2,0,58,0,0,0,0,0,300.34,4.297,4.741,5.149,5.568,6.03,6.189,6.494,6.862,7.16,6.996,3_1,147,31889,359061,46.91954804
98,15.271,5.327,228.837,6.43,0.194,169,59.139,1.051,5,10,1,0,1,6,0,5,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,6,0,0,7192,118.147,1867,0,810.794,0,0,128.943,332.328,0,0,0,1.675,95.422,128,901,-141.789444,-71.86968994,0,0,58713,133177,1.966,16,30,0,0,2,0,18,2,0,0,1.815,120.167,319.673,0.033,77895,2.98,1.715,1.916,1.911,1.916,1.339,1.429,362.692,1.369,2.39,7.776,77.473,2.088,62,83,103,128,151,159,182,211,233,254,0.156,817.2,62,5.673,6.497,7.356,8.202,9.068,9.926,10.796,11.661,12.535,0.99,0.62,2.3,0.58,0,0,0,0,0,6,0,0,0,6,2,6,2,2,0,0,6,1,0,6,0,49.047,1.214,19.864,0.727,135.659,152.292,0.57,0.322,0.171,0.095,92,10963.54,30,0.123,16,151.655,18,49.864,0,0,335.076,47.894,24.471,15.019,74,57752,87376,39.876,37.782,59,124,0,456,10,1978,98,9296,738,45814,8.072,126.29,78.82,135.83,74.08,0,0,0,81,237,0,0,0,168,0,0,0,0,472.302,3.248,307.328,229.044,148.67,202.714,354,4.248,8,10,0,1,335,475.898,14039,8.205,105586,12526.21,12557.86,12527.31,17825.13,16715.22,0.158,47.436,290,726,331,671,-69.91975406,1,12,127,0,0,0,0,0,0,0,0,0,0,0,18,62,130,2,46,4,5,0,0,0,12,2,10,0,5,0,0,6,0,15,1,6,0,68,13,2,0,0,6,7,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,2,4,0,0,0,0,1,0,59,0,0,0,0,0,278.091,4.317,4.727,5.072,5.404,5.754,5.607,5.771,6.031,6.171,6.306,3_1,148,32352,355644,69.91975406
99,15.271,4.599,225.421,6.55,0.194,169,59.139,1.033,5,8,1,0,1,7,0,5,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,6,0,0,7192,118.147,1867,0,810.794,0,0,128.943,332.328,0,0,0,1.675,99.812,129,901,-123.065094,-112.7950439,0,0,58713,139141,1.966,14,32,0,0,2,0,16,2,0,0,1.815,120.167,319.673,0.049,77895,2.98,1.715,1.94,1.935,1.94,1.286,1.381,362.692,1.369,2.446,7.721,77.473,1.488,62,83,103,128,151,159,182,211,233,254,0.156,819.17,62,5.673,6.497,7.356,8.202,9.068,9.926,10.796,11.661,12.535,1,0.62,2.34,0.58,0,0,0,0,0,6,0,0,0,6,2,6,2,2,0,0,6,1,1,8,0,49.047,1.214,19.825,0.727,158.039,165.882,0.57,0.322,0.171,0.095,92,10963.54,30,0.125,16,151.655,18,49.864,0,0,335.076,47.855,24.442,14.998,74,57752,89340,39.876,37.782,59,124,0,456,10,1978,98,9296,738,45814,8.072,124.74,77.51,137.83,72.99,0,0,0,81,282,0,0,0,232,0,0,0,0,472.302,3.248,307.605,229.044,157.9,202.714,354,4.248,10,12,0,1,335,475.898,14039,8.205,105586,12355.71,12389.69,12357.25,18643.68,17365.77,0.158,47.436,290,758,331,695,-10.27005005,1,12,125,0,0,0,0,0,0,0,0,0,1,0,18,62,128,2,45,4,5,0,0,0,12,2,10,0,5,0,0,6,0,13,1,6,0,66,14,2,0,0,6,8,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,2,4,0,0,0,0,1,0,59,0,0,0,0,0,278.091,4.317,4.727,5.072,5.404,5.754,5.607,5.771,6.031,6.171,6.306,3_1,149,32352,355644,10.27005005
100,15.082,5.458,235.931,6.61,0.262,169,61.14,1.021,5,8,1,0,1,6,0,5,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,6,0,0,8223,123.004,1934,0,826.31,0,0,129.526,454.56,0,248.084,0,1.769,96.86,132,920,-130.3119965,-117.9090805,0,0,64934,148546,1.993,14,32,0,0,2,0,16,2,0,0,1.839,127.11,340.153,0.019,83598,3.105,1.509,1.714,1.71,1.714,1.205,1.285,377.297,1.342,2.45,8.002,77.007,2.269,65,89,113,144,176,189,219,260,293,313,0.151,839.2,65,5.733,6.569,7.44,8.298,9.174,10.042,10.922,11.796,12.677,1,0.63,2.3,0.59,0,0,0,0,0,6,0,0,0,7,2,7,2,2,0,0,6,1,0,7,0,89.202,1.351,18.184,0.818,168.513,169.679,0.575,0.328,0.176,0.1,99,11428.22,35,0.107,14,160.699,20,46.235,0,0,353.775,47.745,23.232,13.595,79.5,62907,95555,42.074,38.528,61,130,0,486,10,2152,98,10350,738,52230,9.836,126.41,80.06,140.17,75.48,0,0,0,81,237,0,0,0,168,0,0,0,0,630.461,3.107,275.578,253.814,148.67,208.652,359,4.585,10,12,0,1,342,493.803,15061,8.23,172072,13201.31,13234.29,13202.46,18719.4,17563.37,0.154,48.512,308,768,356,727,-12.40291599,1,17,127,0,0,0,0,0,0,0,0,0,0,0,23,65,131,3,48,5,7,0,0,0,16,4,12,0,5,0,0,6,0,13,1,6,0,66,13,2,0,0,6,7,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,2,4,0,0,0,0,1,0,61,0,0,0,0,0,343.016,4.388,4.86,5.288,5.726,6.201,6.31,6.619,6.994,7.295,7.19,3_1,153,36298,421235,12.40291599
101,15.73,6.236,245.287,6.52,0.254,169,63.134,1.035,5,10,1,0,1,6,0,5,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,6,0,0,9510,127.001,2082,0,901.298,0,0,138.238,487.174,0,256.404,0,1.815,97.485,136,991,-115.6538696,-97.00521851,0,0,72124,161592,1.993,16,32,0,0,2,0,18,2,0,0,1.844,130.472,352.323,0.006,96389,3.114,1.493,1.685,1.681,1.685,1.2,1.277,394.149,1.317,2.424,8.04,86.99,2.583,67,91,115,145,175,186,215,254,287,309,0.152,867.26,67,5.759,6.592,7.458,8.312,9.183,10.047,10.922,11.792,12.67,0.99,0.63,2.27,0.59,0,0,0,0,0,6,0,0,0,8,2,8,2,2,0,0,6,1,0,6,0,94.108,1.354,19.474,0.818,159.403,161.728,0.573,0.327,0.175,0.097,101,12901.63,35,0.117,16,164.884,20,49.964,0,0,368.569,49.713,24.679,14.609,81.5,69831,104931,43.46,39.382,63,134,0,498,10,2192,98,10482,738,52604,9.836,132.18,83.58,143.17,78.68,0,0,0,81,237,0,0,0,168,0,0,0,0,689.831,3.186,289.887,265.518,148.67,212.733,380,4.585,10,12,0,1,369,530.952,16725,8.564,185390,14767.63,14802.9,14768.86,20647.53,19414.47,0.152,49.916,316,776,364,735,-18.64865109,1,17,133,0,0,0,0,0,0,0,0,0,0,0,23,67,137,3,50,5,7,0,0,0,16,4,12,0,5,0,0,6,0,15,1,6,0,70,13,2,0,0,6,7,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,2,4,0,0,0,0,1,0,63,0,0,0,0,0,359.626,4.413,4.875,5.298,5.726,6.186,6.272,6.571,6.934,7.233,7.122,3_1,157,39314,465344,18.64865109
102,15.73,5.507,241.871,6.64,0.254,169,63.134,1.019,5,8,1,0,1,7,0,5,0,0,0,0,0,0,0,0,12,3,1,0,0,0,0,0,0,0,0,6,0,0,9510,127.001,2082,0,901.298,0,0,138.238,487.174,0,256.404,0,1.815,101.935,137,991,-136.2700806,-77.0280838,0,0,72124,168160,1.993,14,34,0,0,2,0,16,2,0,0,1.844,130.472,352.323,0.021,96389,3.114,1.493,1.704,1.7,1.704,1.156,1.237,394.149,1.317,2.479,7.984,86.99,1.989,67,91,115,145,175,186,215,254,287,309,0.152,869.23,67,5.759,6.592,7.458,8.312,9.183,10.047,10.922,11.792,12.67,1,0.63,2.3,0.59,0,0,0,0,0,6,0,0,0,8,2,8,2,1,0,0,6,1,1,6,0,94.108,1.354,19.436,0.818,151.776,153.878,0.573,0.327,0.175,0.097,101,12901.63,35,0.119,16,164.884,20,49.964,0,0,368.569,49.674,24.65,14.589,81.5,69831,107071,43.46,39.382,63,134,0,498,10,2192,98,10482,738,52604,9.836,130.62,82.27,145.17,77.59,0,0,0,81,282,0,0,0,232,0,0,0,0,689.831,3.186,290.246,265.518,157.9,212.733,380,4.585,12,10,1,0,369,530.952,16725,8.564,185390,14584.13,14621.9,14585.83,21528.49,20114.63,0.152,49.916,316,808,364,759,-59.2419968,-1,17,131,0,0,0,0,0,0,0,0,0,1,0,23,67,135,3,49,5,7,0,0,0,16,4,12,0,5,0,0,6,0,13,1,6,0,68,14,2,0,0,6,8,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,2,4,0,0,0,0,1,0,63,0,0,0,0,0,359.626,4.413,4.875,5.298,5.726,6.186,6.272,6.571,6.934,7.233,7.122,3_1,158,39314,465344,59.2419968
103,13.633,0.448,183.311,6.43,0,167,49.156,1.053,4,6,1,0,2,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3547,97.384,1366,0,535.164,0,0,94.555,146.24,0,0,0,1.421,91.27,109.5,668,-113.3624115,-104.5606537,0,0,34578,86036,1.927,14,32,0,0,2,0,11,0,0,0,1.76,98.114,246.255,0.157,42344,2.68,1.982,2.208,2.201,2.208,1.457,1.57,285.958,1.293,2.337,7.226,49.74,-0.92,51,69,87,107,124,131,146,163,178,189,0.166,694,51,5.485,6.315,7.18,8.034,8.905,9.769,10.644,11.514,12.39,1,0.6,2.41,0.56,0,1,0,0,0,6,0,0,0,6,2,6,2,2,0,0,6,2,0,7,0,6.483,1.035,17.227,0.545,157.122,161.223,0.571,0.332,0.176,0.098,79,6455.996,25,0.1,11,123.093,16,37.493,0,0,267.121,41.125,20.526,12.166,57,34591,54905,32.134,33.362,49,102,0,378,10,1656,98,7866,738,39182,6.28,108.3,64.47,118.17,60.59,0,0,0,126,360,0,0,0,246,0,0,0,0,224.334,3.054,277.957,183.543,161.14,180.237,275,2.807,9,11,0,1,234,347.388,8511,7.237,57766,7622,7645.917,7622.782,11544.67,10717.71,0.176,40.954,240,660,276,568,-8.801757813,1,0,108,0,0,0,0,0,0,0,0,0,0,0,6,51,110,0,34,3,4,0,0,0,0,0,0,0,4,0,0,6,0,10,1,6,0,59,15,2,0,0,7,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,4,0,0,1,0,2,0,49,0,0,0,0,0,190.025,4.06,4.407,4.682,4.898,5.124,5.106,5.198,5.375,5.394,5.447,3_1,161,20668,208195,8.801757813
104,14.038,0.998,195.56,6.38,0,131,52.152,1.064,4,8,2,0,1,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4052,104.272,1522,0,597.604,0,0,104.12,298.253,0,0,0,1.354,94.696,115.5,730,-114.0240173,-111.7074585,0,0,42372,99226,1.972,14,31,0,0,2,0,16,0,0,0,1.814,105.985,269.461,0.127,51202,2.665,1.665,1.844,1.838,1.844,1.24,1.333,308.513,1.055,2.306,7.333,56.749,-0.383,55,75,95,118,139,146,165,188,206,220,0.162,734.07,55,5.565,6.399,7.265,8.119,8.991,9.854,10.729,11.598,12.475,1,0.6,2.35,0.56,0,1,0,0,0,6,0,0,0,6,2,6,2,2,0,0,6,2,0,7,0,5.409,1.027,17.113,0.545,152.811,157.756,0.575,0.333,0.177,0.098,84,7491.476,29,0.085,10,133.102,17,36.845,0,0,286.423,42.443,20.966,12.366,61,41367,63661,35.312,32.897,52,110,0,410,10,1808,98,8618,738,42940,8.072,115.07,69,122,64.79,0,0,0,126,374,0,0,0,260,0,0,0,0,364.975,3.096,257.377,198.664,161.14,187.994,305,2.807,9,11,0,1,252,382.923,9956,7.508,80140,8981.534,9008.469,8982.354,13286.06,12371.34,0.168,42.951,260,680,300,596,-2.316558804,1,0,115,0,0,0,0,0,0,0,0,0,0,0,6,55,118,0,37,4,5,0,0,0,0,0,0,0,4,0,0,8,1,12,2,6,0,63,15,2,0,0,7,8,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,2,4,0,0,1,0,2,0,52,0,0,0,0,0,204.074,4.127,4.477,4.754,4.977,5.215,5.204,5.313,5.505,5.537,5.591,3_1,165,24114,252615,2.316558804
105,14.585,1.333,199.478,6.56,0.107,131,53.148,1.035,4,7,1,0,1,10,0,4,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,6,0,0,4351,106.27,1613,0,630.418,0,0,108.463,312.477,0,0,0,1.517,92.754,117,773,-128.3898621,-95.64700317,0,0,45275,110030,1.973,14,29,0,2,2,0,13,0,0,0,1.817,107.629,275.003,0.117,56236,2.792,1.65,1.846,1.841,1.846,1.25,1.342,316.841,1.044,2.344,7.336,62.197,-0.441,56,76,96,118,138,144,164,186,206,221,0.164,741.06,56,5.58,6.412,7.274,8.127,8.994,9.855,10.726,11.593,12.467,1,0.61,2.36,0.58,0,1,0,0,0,6,0,0,1,6,2,6,2,2,0,0,6,1,0,7,0,25.986,1.127,16.981,0.636,150.616,158.804,0.575,0.333,0.175,0.096,85,8076.524,29,0.095,11,135.13,17,38.671,0,0,297.58,42.635,21.109,12.461,65,44166,69219,36.005,33.34,53,112,0,416,10,1828,98,8680,738,43072,8.072,113.08,69.02,125.33,65.08,0,0,0,197,383,0,0,0,180,0,0,0,0,386.254,3.281,256.931,203.941,164.8,190.029,319,3.7,9,9,0,0,260,401.094,10629,7.713,84126,9468.736,9497.082,9469.562,13901.45,12957.44,0.167,43.731,264,700,304,630,-32.74285893,0,6,113,0,0,0,0,0,0,0,0,0,0,0,12,56,116,0,38,4,5,0,0,0,5,0,0,0,4,0,0,6,0,11,1,6,0,60,15,2,0,0,8,7,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2,4,0,0,1,0,1,0,53,0,0,0,0,0,229.927,4.19,4.58,4.903,5.18,5.476,5.366,5.513,5.727,5.853,5.982,3_1,167,25270,267895,32.74285893
106,15.148,2.94,206.236,6.45,0.105,131,54.144,1.051,4,8,1,0,1,10,0,4,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,6,0,0,4890,108.27,1708,0,665.073,0,0,112.832,326.468,0,0,0,1.683,90.902,118.5,818,-120.023407,-115.8133926,0,0,48402,112359,1.973,16,32,0,0,2,0,13,0,0,0,1.82,109.298,280.532,0.09,61996,2.978,1.633,1.818,1.813,1.818,1.245,1.335,325.305,1.033,2.318,7.357,68.107,0.604,57,77,97,119,138,143,162,185,204,221,0.166,754.1,57,5.595,6.425,7.286,8.135,9.001,9.86,10.729,11.594,12.466,1,0.61,2.33,0.58,0,1,0,0,0,6,0,0,0,6,2,6,2,2,0,0,6,1,0,7,0,26.863,1.128,17.712,0.727,152.704,157.46,0.573,0.332,0.175,0.095,86,8714.573,29,0.1,12,137.189,17,40.545,0,0,300.764,43.686,21.894,13.023,66,47183,72251,36.698,33.788,54,114,0,422,10,1848,98,8750,738,43314,8.072,116.74,71.54,125.83,67.28,0,0,0,126,303,0,0,0,180,0,0,0,0,409.256,3.584,263.447,209.584,151.91,192.092,330,3.7,9,11,0,1,300,420.556,11355,7.935,88276,10170.64,10199.59,10171.48,14737.25,13762.48,0.165,44.524,268,688,308,622,-4.210014361,1,6,117,0,0,0,0,0,0,0,0,0,0,0,12,57,120,1,40,4,5,0,0,0,6,1,5,0,4,0,0,6,0,12,1,6,0,63,14,2,0,0,7,7,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,2,4,0,0,1,0,1,0,54,0,0,0,0,0,236.447,4.205,4.59,4.911,5.185,5.472,5.335,5.456,5.662,5.749,5.9,3_1,169,26479,284384,4.210014361
107,15.148,2.211,202.82,6.57,0.105,131,54.144,1.032,4,6,1,0,1,11,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,6,0,0,4890,108.27,1708,0,665.073,0,0,112.832,326.468,0,0,0,1.683,95.082,119.5,818,-112.5082245,-82.14032745,0,0,48402,117995,1.973,14,34,0,0,2,0,11,0,0,0,1.82,109.298,280.532,0.108,61996,2.978,1.633,1.843,1.837,1.843,1.193,1.287,325.305,1.033,2.374,7.343,68.107,0,57,77,97,119,138,143,162,185,204,221,0.166,756.07,57,5.595,6.425,7.286,8.135,9.001,9.86,10.729,11.594,12.466,1,0.61,2.37,0.58,0,1,0,0,0,6,0,0,0,6,2,6,2,2,0,0,6,1,1,7,0,26.863,1.128,17.673,0.727,147.715,152.881,0.573,0.332,0.175,0.095,86,8714.573,29,0.102,12,137.189,17,40.545,0,0,298.764,43.647,21.865,13.002,66,47183,74059,36.698,33.788,54,114,0,422,10,1848,98,8750,738,43314,8.072,115.19,70.23,127.83,66.19,0,0,0,126,360,0,0,0,246,0,0,0,0,409.256,3.584,263.623,209.584,161.14,192.092,330,3.7,9,9,0,0,300,420.556,11355,7.935,88276,10016.39,10047.44,10017.63,15477.78,14351.03,0.165,44.524,268,720,308,646,-30.36789705,0,6,115,0,0,0,0,0,0,0,0,0,1,0,12,57,118,1,39,4,5,0,0,0,6,1,5,0,4,0,0,6,0,10,1,6,0,61,15,2,0,0,7,8,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,2,4,0,0,1,0,1,0,54,0,0,0,0,0,236.447,4.205,4.59,4.911,5.185,5.472,5.335,5.456,5.662,5.749,5.9,3_1,170,26479,284384,30.36789705
108,15.148,1.59,204.82,6.48,0.088,154,54.144,1.042,4,8,1,0,2,10,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,6,0,0,4888,108.039,1707,0,669.207,0,0,251.033,163.089,0,0,0,1.683,93.167,119.5,818,-125.0411377,-94.09753418,0,0,48287,115714,1.963,16,30,1,1,2,0,13,0,0,0,1.8,109.437,280.699,0.126,61993,2.978,1.634,1.82,1.815,1.82,1.238,1.329,325.301,1.048,2.331,7.352,68.06,-0.249,57,78,98,121,136,143,162,186,207,224,0.166,758.1,57,5.602,6.435,7.3,8.152,9.021,9.882,10.754,11.62,12.493,1,0.61,2.35,0.57,0,1,0,0,0,6,1,0,1,6,2,6,2,2,0,0,6,1,0,7,0,20.331,1.098,17.396,0.727,143.258,152.979,0.578,0.333,0.176,0.093,85,8733.673,30,0.1,12,137.356,18,41.905,0,0,304.764,43.84,21.427,12.831,65.5,47129,73327,36.411,35.576,54,114,0,426,20,1866,196,8818,1422,43594,7.89,117.06,70.79,126.83,66.67,0,0,0,282,477,0,0,0,180,0,0,0,0,410.152,3.589,264.491,207.079,169.73,192.259,330,3.585,9,9,0,0,302,420.519,11354,7.934,87803,10164.62,10194.35,10165.47,14852.45,13851.1,0.166,44.508,270,712,311,646,-30.94360352,0,5,117,0,0,0,0,0,0,0,0,0,0,0,11,57,120,0,38,4,5,0,0,0,3,0,0,0,4,0,0,6,0,12,1,6,0,63,15,2,0,0,9,7,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,2,4,0,0,1,0,1,0,54,0,0,0,0,0,227.41,4.197,4.598,4.919,5.207,5.338,5.288,5.414,5.637,5.751,5.885,3_1,171,26326,280831,30.94360352
109,14.685,0.295,202.318,6.45,0,154,54.144,1.059,4,9,1,0,1,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4846,108.037,1653,0,665.56,0,0,250.613,162.774,0,0,0,1.586,100.987,120,793,-131.0614777,-96.37504578,0,0,48083,115276,1.963,14,31,0,0,2,2,13,2,0,0,1.8,109.585,281.197,0.126,61372,2.847,1.64,1.82,1.814,1.82,1.216,1.308,325.1,1.048,2.363,7.344,67.081,-0.578,57,78,99,121,135,143,163,187,207,222,0.165,761.1,57,5.602,6.438,7.303,8.157,9.026,9.889,10.76,11.627,12.501,1,0.6,2.4,0.57,0,1,0,0,0,7,0,0,0,6,2,6,2,2,0,0,7,1,0,7,0,8.17,1.039,17.652,0.636,154.233,152.614,0.578,0.337,0.176,0.091,86,8714.473,30,0.099,12,137.586,18,41.85,0,0,300.764,44.096,21.617,12.698,64,46931,73045,36.411,35.501,54,114,0,426,20,1872,196,8882,1422,44064,7.89,118.17,71,129.33,66.78,0,0,0,190,454,0,0,0,267,0,0,0,0,409.251,3.574,281.634,208.268,172.22,192.304,329,3,9,9,0,0,268,418.741,11306,7.901,87803,10164.81,10196.48,10165.73,15168.75,14101.03,0.166,44.469,270,716,312,634,-34.68643192,0,0,118,0,0,0,0,0,0,0,0,0,0,0,7,57,121,0,38,4,5,0,0,0,0,0,0,0,4,0,0,8,0,13,1,7,0,64,16,2,0,0,8,8,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,5,0,0,1,0,1,0,54,0,0,0,0,0,216.438,4.174,4.533,4.812,5.017,5.204,5.187,5.313,5.521,5.561,5.62,3_1,172,26374,282019,34.68643192
110,14.643,2.565,213.152,6.42,0.102,164,56.145,1.053,5,8,2,0,1,10,0,4,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,6,0,0,5328,112.138,1704,0,710.059,0,0,117.523,326.034,0,0,0,1.49,96.393,123,820,-132.7071533,-141.7442627,0,0,50796,118475,1.964,21,29,0,2,2,0,12,0,0,0,1.806,114.558,299.522,0.091,63934,2.775,1.71,1.906,1.9,1.906,1.303,1.397,338.708,1.136,2.303,7.526,66.316,0.074,59,80,100,125,148,155,175,203,227,245,0.156,783.15,59,5.631,6.46,7.324,8.176,9.045,9.907,10.78,11.647,12.523,1,0.61,2.32,0.57,0,1,0,0,0,6,0,0,1,7,2,7,2,2,0,0,6,1,0,8,0,25.197,1.12,18.511,0.636,165.082,176.946,0.573,0.326,0.175,0.099,89,9226.861,30,0.104,13,144.436,18,44.087,0,0,317.212,45.596,22.735,13.766,68,49781,76389,37.797,36.181,56,118,0,438,10,1918,98,9086,738,45058,8.072,121.73,74.31,130.17,69.87,0,0,0,197,383,0,0,0,180,0,0,0,0,418.235,3.129,286.986,210.424,164.8,196.492,335,3.7,11,13,0,1,280,430.143,12044,7.821,93458,10780.88,10812.09,10781.78,15654.25,14615.71,0.163,45.449,278,714,319,645,9.037109395,1,6,122,0,0,0,0,0,0,0,0,0,0,0,12,59,125,0,41,4,5,0,0,0,5,0,0,0,5,0,0,6,0,12,2,6,0,66,15,2,0,0,8,7,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2,4,0,0,1,0,1,0,56,0,0,0,0,0,235.621,4.234,4.62,4.933,5.224,5.529,5.425,5.56,5.793,5.929,6.066,3_1,178,28494,304558,9.037109395
