,AECC,ALOGP,AMR,AMW,ARR,BAC,BID,BLI,C-001,C-002,C-003,C-004,C-005,C-006,C-007,C-008,C-009,C-011,C-012,C-013,C-016,C-017,C-018,C-019,C-024,C-025,C-026,C-027,C-028,C-029,C-033,C-034,C-035,C-038,C-039,C-040,C-041,C-042,CENT,CID,CSI,Cl-089,D/D,D/Dr03,D/Dr04,D/Dr05,D/Dr06,D/Dr09,D/Dr10,D/Dr12,DECC,DELS,Dz,ECC,Es_o,Es_w,F-083,F-084,GMTI,GMTIV,GNar,H-046,H-047,H-048,H-049,H-050,H-051,H-052,H-053,H-054,H-055,HNar,Har,Har2,Hy,HyDp,ICR,J,JhetZ,Jhete,Jhetm,Jhetp,Jhetv,LPRS,Lop,MAXDN,MAXDP,MDDD,MLOGP,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,MSD,MW,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,Me,Mp,Ms,Mv,N-067,N-068,N-069,N-070,N-071,N-072,N-073,N-074,N-075,NAcc,NDon,NumAcc,NumDon,NumHbonds_oct,O-056,O-057,O-058,O-059,O-060,OAcc,ODon,PCD,PCR,PHI,PJI2,PSA_o,PSA_w,PW2,PW3,PW4,PW5,Pol,QW,Qindex,RBF,RBN,RHyDp,Ram,Rww,S-107,S-110,S0K,S1K,S2K,S3K,SCBO,SMTI,SMTIV,SNar,SPI,SRW01,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,STN,Se,Sp,Ss,Sv,T(F..F),T(N..Cl),T(N..F),T(N..N),T(N..O),T(N..S),T(O..Cl),T(O..F),T(O..O),T(O..S),T(S..Cl),T(S..F),T(S..S),TI1,TI2,TIE,TPC,TPSA(Tot),TWC,UNIP,Ui,UnsatAcc_octanol,UnsatAcc_water,UnsatDon_octanol,UnsatDon_water,VAR,VDA,W,WA,Wap,WhetZ,Whete,Whetm,Whetp,Whetv,Xt,Xu,ZM1,ZM1V,ZM2,ZM2V,dEs,dHB_w-o,nAB,nAT,nArCN,nArCO,nArCONHR,nArCONR2,nArCOOH,nArNH2,nArNR2,nArOCON,nArOH,nArOR,nArX,nBM,nBO,nBT,nBnz,nC,nCIC,nCIR,nCL,nCONN,nCRX3,nCar,nCb-,nCbH,nCconj,nCp,nCq,nCrq,nCrs,nCrt,nCs,nCt,nDB,nF,nH,nHAcc,nHDon,nImidazoles,nIsoxazoles,nN,nO,nOHp,nOHs,nOHt,nPyrazoles,nPyridines,nPyrrolidines,nR03,nR04,nR05,nR06,nR09,nR10,nR12,nR=Cs,nR=Ct,nRCO,nRCONHR,nRCONR2,nRCOOR,nRNHR,nRNR2,nROH,nROR,nS,nSK,nSO2N,nTB,nThiophenes,nTriazoles,nX,piID,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,set,title,w,ww,|dEs|
10,10.441,-5.886,110.902,7.82,0,140,34.186,0.898,0,5,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1618,66.154,693,0,279.451,0,0,0,0,0,0,0,1.062,86.583,80,355,-243.784,-234.522,0,0,12255,51623,1.822,0,7,0,0,11,8,2,0,0,0,1.645,62.175,140.159,7.881,13706,2.217,3.133,3.511,3.501,3.51,2.42,2.589,178.989,1.294,2.962,5.717,24.412,-4.236,34,45,48,57,66,63,67,71,69,63,0.196,484.54,34,5.069,5.844,6.686,7.489,8.331,9.148,9.989,10.814,11.654,1.04,0.6,3.19,0.58,0,0,0,0,0,8,0,0,0,8,8,16,8,3,0,0,8,0,0,8,0,8.481,1.075,12.312,0.5,323.984,314.513,0.573,0.292,0.152,0.093,48,2565.882,14,0.097,6,76.572,11,27.334,0,0,172.974,29.123,14.374,11.692,42,12944,26810,20.403,25.546,34,68,0,248,0,1028,0,4560,0,21148,2.833,64.27,37.3,108.33,36.02,0,0,0,186,406,0,0,0,222,0,0,0,0,0,2.365,282.257,113.127,274.77,143.023,148,3.17,14,12,7,6,100,195.588,3325,5.927,10887,2941.143,2949.14,2941.415,4270.629,3991.547,0.221,30.656,158,578,172,462,-9.262,3,0,62,0,0,0,0,0,0,0,0,0,0,0,8,34,62,0,18,1,1,0,0,0,0,0,0,0,0,0,0,5,0,8,0,8,0,28,16,11,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,34,0,0,0,0,0,121.609,3.761,4.127,4.174,4.382,4.7,4.543,4.564,4.727,4.7,4.554,1,49,7621,60275,9.262
11,11.512,-2.415,142.943,7.27,0.143,140,41.171,0.954,2,6,1,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,7,0,0,2821,80.889,947,0,411.977,0,0,0,115.942,0,0,0,1.329,87.536,93,472,-191.915,-155.884,0,0,21033,69021,1.888,8,9,0,1,9,8,3,0,0,0,1.72,78.652,187.185,5.544,24162,2.641,2.378,2.669,2.662,2.668,1.905,2.027,227.723,1.192,2.817,6.348,35.586,-2.356,42,56,65,78,92,90,100,110,114,119,0.179,574.72,42,5.283,6.084,6.934,7.76,8.611,9.448,10.299,11.142,11.994,1.02,0.62,2.8,0.59,0,0,0,0,0,7,0,0,1,8,7,15,7,2,0,0,7,0,0,7,0,24.356,1.17,13.834,0.75,282.334,266.064,0.573,0.314,0.164,0.096,62,4131.431,19,0.1,8,97.756,13,33.263,0,0,219.66,33.815,16.773,11.553,52,21471,39195,26.065,28.693,41,84,0,308,0,1314,0,6028,0,28864,4.625,80.36,48.65,115,46.5,0,0,0,186,354,0,0,0,164,0,0,0,0,86.474,2.644,264.067,143.248,244.57,160.556,193,3.807,12,11,6,5,161,261.805,5367,6.545,21987,4751.143,4762.891,4751.512,6624.231,6229.446,0.196,35.605,196,614,219,528,-36.031,1,6,79,0,0,0,0,0,0,0,0,0,0,0,13,42,80,0,26,2,2,0,0,0,5,0,0,0,2,0,0,6,0,10,1,7,0,38,15,9,0,0,8,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,41,0,0,0,0,0,167.604,3.97,4.376,4.603,4.91,5.28,5.111,5.27,5.509,5.646,5.719,1,50,11918,101968,36.031
12,11.105,-4.285,124.817,7.51,0,202,38.176,0.946,2,6,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1994,73.83,823,0,362.162,0,0,0,0,0,0,0,1.133,97.528,88.5,422,-438.817,-452.068,0,0,16059,63383,1.813,8,6,0,0,9,8,3,0,0,0,1.629,71.277,166.962,5.725,18863,2.539,3.328,3.698,3.688,3.697,2.588,2.763,206.274,1.351,3.415,6.016,29.839,-2.928,38,51,57,68,78,76,82,86,84,81,0.184,540.63,38,5.187,5.979,6.832,7.652,8.505,9.338,10.19,11.029,11.881,1.03,0.6,3.11,0.58,0,0,0,0,0,7,0,0,0,7,7,16,7,2,0,0,8,0,0,9,0,7.724,1.064,13.897,0.75,310.736,299.916,0.575,0.307,0.16,0.095,57,3393.294,16,0.111,8,88.513,13,34.177,0,0,197.421,32.964,16.02,11.908,46,16976,34106,22.6,29.799,38,76,0,280,0,1186,0,5400,0,25736,2.833,74.09,43.41,118,41.63,0,0,0,134,400,0,0,0,280,0,0,0,0,0,2.429,364.256,121.513,271.81,152.593,178,3.17,12,11,6,4,123,230.474,4379,6.229,13933,3916.322,3926.208,3916.669,5580.441,5232.456,0.21,33.408,178,638,197,506,13.251,0,0,72,0,0,0,0,0,0,0,0,0,0,0,8,38,72,0,22,1,1,0,0,0,0,0,0,0,2,0,0,6,0,10,1,8,0,34,16,9,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,38,0,0,0,0,0,129.238,3.85,4.22,4.317,4.543,4.828,4.691,4.736,4.875,4.852,4.771,1,51,9631,76732,13.251
13,10.868,-4.153,128.58,7.31,0,229,38.18,0.947,3,5,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1784,73.653,804,0,372.667,0,0,0,0,0,0,0,1.001,93.524,88,413,-218.335,-187.805,0,0,15642,58390,1.799,8,5,0,0,11,8,4,0,0,0,1.606,71.933,168.722,7.581,18107,2.29,3.403,3.788,3.778,3.788,2.656,2.834,205.517,1.353,2.928,6.088,30.465,-3.334,38,52,58,70,79,83,86,92,93,84,0.18,540.66,38,5.198,5.994,6.855,7.677,8.539,9.372,10.233,11.072,11.931,1.02,0.6,3.04,0.57,0,0,0,0,0,8,0,0,0,8,8,16,8,4,0,0,8,0,0,8,0,7.305,1.062,13.501,0.625,309.901,299.805,0.581,0.309,0.161,0.091,58,3338.25,17,0.108,8,89.489,14,35.884,0,0,199.421,33.119,15.49,11.578,46,16598,32350,22.312,30.781,38,76,0,284,0,1216,0,5580,0,26726,2.773,75.8,44.34,115.33,42.41,0,0,0,183,404,0,0,0,221,0,0,0,0,0,2.244,366.05,117.999,274.77,152.871,179,3.17,12,11,6,5,114,225.947,4293,6.107,13332,3832.857,3842.85,3833.188,5442.231,5105.455,0.212,33.267,180,600,200,495,-30.53,1,0,74,0,0,0,0,0,0,0,0,0,0,0,8,38,74,0,22,1,1,0,0,0,0,0,0,0,3,0,0,6,0,10,1,8,0,36,16,11,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,38,0,0,0,0,0,125.304,3.85,4.234,4.331,4.575,4.812,4.812,4.762,4.927,5.011,4.727,1,52,9117,69015,30.53
14,12.268,-3.952,139.939,7.66,0.143,140,41.168,0.909,0,6,0,0,0,1,0,4,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,8,0,0,2650,80.897,1013,0,417.166,0,0,0,126.703,0,0,0,1.582,94.716,94,503,-226.577,-211.133,0,0,21521,77814,1.888,0,11,0,0,11,8,4,0,0,0,1.72,78.288,185.965,7.387,25280,2.866,2.333,2.614,2.608,2.614,1.879,1.998,228.446,1.192,2.994,6.25,38.224,-2.922,42,56,63,77,92,90,99,108,111,107,0.183,574.67,42,5.283,6.075,6.925,7.743,8.592,9.423,10.273,11.11,11.959,1.03,0.62,2.96,0.6,0,0,0,0,0,8,0,0,0,8,8,16,8,1,0,0,8,0,0,8,0,25.503,1.179,13.526,0.778,318.905,311.531,0.573,0.301,0.16,0.097,60,4190.02,19,0.105,8,97.185,13,33.243,0,0,215.66,33.518,16.546,12.152,53,21913,41960,26.065,28.765,41,84,0,308,0,1302,0,5908,0,27984,4.625,76.92,46.58,121.33,44.82,0,0,0,186,406,0,0,0,222,0,0,0,0,87.701,2.955,270.502,142.182,274.77,160.383,202,3.907,14,13,7,6,174,266.634,5466,6.666,22069,4837.143,4848.545,4837.515,6706.435,6312.302,0.196,35.752,196,648,217,544,-15.444,-1,6,75,0,0,0,0,0,0,0,0,0,0,0,14,42,76,1,25,2,2,0,0,0,6,1,5,0,0,0,0,6,0,10,0,8,0,34,16,11,0,0,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,41,0,0,0,0,0,167.685,3.989,4.401,4.593,4.91,5.301,5.141,5.275,5.511,5.631,5.577,1,53,11891,101144,15.444
15,11.132,-4.276,128.994,7.31,0,202,38.175,0.949,2,6,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2022,73.839,825,0,363.038,0,0,0,0,0,0,0,1.166,92.467,88,423,-168.1,-209.98,0,0,16195,59659,1.813,7,6,0,0,11,8,4,0,0,0,1.629,70.999,166.228,7.581,19155,2.526,3.305,3.667,3.657,3.666,2.581,2.753,206.541,1.351,2.975,5.991,30.665,-3.334,38,51,55,67,78,76,81,86,85,79,0.185,540.66,38,5.187,5.969,6.821,7.633,8.484,9.31,10.16,10.994,11.843,1.02,0.6,3.03,0.57,0,0,0,0,0,8,0,0,0,8,8,16,8,2,0,0,8,0,0,8,0,7.663,1.063,14.068,0.75,313.609,302.217,0.576,0.292,0.157,0.097,55,3426.294,16,0.108,8,88.094,13,34.141,0,0,197.421,33.119,16.141,12.95,46,17110,33152,22.6,29.89,38,76,0,280,0,1174,0,5280,0,24856,2.833,75.8,44.34,115,42.41,0,0,0,186,406,0,0,0,222,0,0,0,0,0,2.463,357.409,121.629,274.77,152.401,179,3.17,7,11,4,5,122,232.211,4412,6.276,13999,3953.285,3963.229,3953.615,5591.233,5246.407,0.21,33.463,178,598,195,488,41.88,0,0,74,0,0,0,0,0,0,0,0,0,0,0,8,38,74,0,22,1,1,0,0,0,0,0,0,0,2,0,0,6,0,10,1,8,0,36,16,11,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,38,0,0,0,0,0,129.292,3.85,4.22,4.29,4.522,4.828,4.7,4.718,4.875,4.868,4.736,1,54,9664,77263,41.88
16,10.811,-4.665,124.316,7.42,0,195,37.179,0.936,2,5,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1829,71.831,780,0,339.078,0,0,0,0,0,0,0,1.09,91.555,86,400,-163.254,-199.668,0,0,14960,57176,1.808,6,6,0,0,11,8,3,0,0,0,1.62,69.195,160.598,7.651,17281,2.405,3.296,3.669,3.659,3.669,2.56,2.735,199.216,1.312,2.975,5.939,27.866,-3.553,37,50,55,66,75,73,79,82,80,78,0.185,526.63,37,5.165,5.953,6.808,7.625,8.478,9.308,10.16,10.997,11.848,1.03,0.6,3.07,0.57,0,0,0,0,0,8,0,0,0,8,8,16,8,2,0,0,8,0,0,8,0,7.956,1.067,13.341,0.625,313.181,298.677,0.579,0.302,0.159,0.094,55,3148.941,16,0.099,7,85.798,13,32.255,0,0,190.75,32.12,15.367,11.788,45,15820,31206,21.907,29.256,37,74,0,274,0,1160,0,5274,0,25084,2.833,72.92,42.58,113.5,40.82,0,0,0,186,406,0,0,0,222,0,0,0,0,0,2.361,341.13,119.362,274.77,150.344,171,3.17,6,11,3,5,115,220.432,4078,6.123,13101,3637.999,3647.457,3638.315,5198.833,4870.442,0.214,32.689,174,594,192,485,36.414,-1,0,71,0,0,0,0,0,0,0,0,0,0,0,8,37,71,0,21,1,1,0,0,0,0,0,0,0,2,0,0,6,0,9,1,8,0,34,16,11,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37,0,0,0,0,0,127.318,3.829,4.205,4.29,4.522,4.796,4.654,4.71,4.836,4.812,4.745,1,55,9091,72086,36.414
17,14.262,-2.247,147.45,6.94,0,182,42.154,1.012,1,12,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3156,82.013,1173,0,475.537,0,0,0,0,0,0,0,2.192,95.058,96,599,-173.916,-188.762,0,0,22855,72719,1.842,15,6,0,0,11,8,4,0,0,0,1.68,77.713,186.921,7.327,31256,3.235,3.22,3.519,3.511,3.519,2.585,2.738,237.897,1.933,2.972,6.211,48.272,-1.584,42,54,59,70,81,81,88,94,96,93,0.195,596.78,42,5.263,6.038,6.872,7.677,8.516,9.337,10.177,11.007,11.85,1.02,0.6,2.87,0.57,0,0,0,0,0,8,0,0,0,8,8,16,8,2,0,0,8,0,0,8,0,8.389,1.06,17.741,0.9,316.485,301.684,0.561,0.291,0.152,0.091,59,4964.706,15,0.151,13,96.453,12,41.476,0,0,226.477,37.116,20.076,15.781,50,23986,43356,25.66,30.977,42,84,0,300,0,1230,0,5436,0,25234,2.833,87.34,51.39,120.67,48.81,0,0,0,186,406,0,0,0,222,0,0,0,0,0,3.744,415.781,140.697,274.77,160.737,219,3.17,6,11,1,5,274,294.143,6177,7.174,18383,5643.428,5655.318,5643.815,7589.836,7179.267,0.197,36.86,192,612,209,502,14.846,-1,0,86,0,0,0,0,0,0,0,0,0,0,0,8,42,86,0,26,1,1,0,0,0,0,0,0,0,1,0,0,6,0,16,0,8,0,44,16,11,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,42,0,0,0,0,0,149.087,3.932,4.263,4.344,4.554,4.844,4.745,4.796,4.942,4.963,4.883,1,56,12385,105205,14.846
18,12.833,-3.747,140.155,7.9,0.14,163,42.164,0.895,0,6,0,0,0,1,0,4,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,8,0,0,2904,82.755,1084,0,444.21,0,0,0,130.569,0,0,0,1.833,105.179,97.5,539,-256.63,-193.874,0,1,23092,90675,1.878,0,10,0,0,11,8,4,0,0,0,1.703,80.424,192.207,7.351,27985,2.981,2.332,2.623,2.616,2.623,1.881,2.002,236.052,1.189,3.032,6.242,41.163,-2.552,43,58,65,79,96,94,103,114,117,113,0.184,592.66,43,5.313,6.107,6.959,7.779,8.631,9.463,10.314,11.152,12.003,1.03,0.62,3.07,0.6,0,0,0,0,0,8,0,0,0,8,8,16,8,1,0,0,8,0,0,8,0,25.811,1.178,13.639,0.889,324.945,326.193,0.578,0.302,0.158,0.098,62,4494.706,20,0.105,8,99.913,14,34.866,0,0,222.477,34.448,16.63,12.345,54,23540,46938,26.471,30.731,42,86,0,318,0,1352,0,6166,0,29346,4.625,77.43,46.52,129,44.93,0,0,96,186,406,0,0,100,222,0,0,0,0,91.864,3.16,299.753,145.315,274.77,162.722,211,3.907,14,14,7,7,206,280.143,5883,6.833,24174,5183.762,5196.507,5182.732,7231.686,6792.315,0.194,36.509,202,704,224,578,-62.756,-1,6,75,0,0,0,0,0,0,0,0,0,0,1,14,43,76,1,25,2,2,0,0,0,6,2,4,0,0,0,0,6,0,10,0,8,1,33,17,11,0,0,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,42,0,0,0,0,1,171.125,4.007,4.437,4.637,4.958,5.381,5.261,5.342,5.614,5.724,5.651,1,57,12559,107684,62.756
19,11.081,-5.082,127.304,6.94,0,177,37.178,1.008,2,6,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1801,71.996,800,0,341.19,0,0,0,0,0,0,0,1.132,83.175,85,410,-401.237,-432.719,0,0,15052,49769,1.822,8,8,0,0,12,6,3,2,0,0,1.644,69.015,160.224,8.594,17530,2.545,3.277,3.63,3.621,3.63,2.55,2.721,199.414,1.362,2.769,6.058,28.425,-6.65,37,49,56,66,75,73,78,81,77,78,0.187,527.69,37,5.153,5.948,6.797,7.619,8.469,9.303,10.153,10.992,11.842,1.02,0.59,2.89,0.56,0,0,0,0,0,7,0,0,0,7,8,14,8,4,0,0,7,0,0,7,0,7,1.059,14.291,0.75,286.758,279.884,0.569,0.313,0.165,0.096,56,3158.471,15,0.105,8,85.559,12,32.105,0,0,192.75,32.445,16.298,11.559,44,15910,29205,22.194,28.16,37,74,0,270,0,1142,0,5206,0,24844,2.833,77.3,45.03,106.83,42.8,0,0,0,186,354,0,0,0,164,0,0,0,0,0,2.456,329.472,119.226,259.32,150.276,173,3,12,9,6,5,118,221.676,4101,6.158,13104,3683.5,3692.895,3683.804,5218.228,4894.272,0.212,32.729,172,542,191,452,31.482,1,0,76,0,0,0,0,0,0,0,0,0,0,0,7,37,76,0,22,1,1,0,0,0,0,0,0,0,3,0,0,6,0,10,1,7,0,39,14,12,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37,0,0,0,0,0,126.225,3.807,4.159,4.29,4.5,4.762,4.615,4.663,4.779,4.682,4.718,1,58,9072,71744,31.482
20,13.619,-5.566,142.076,7.38,0,206,42.155,0.948,1,8,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3120,81.846,1119,0,475.026,0,0,0,0,0,0,0,2.077,102.35,97.5,572,-241.313,-210.768,0,0,22695,85704,1.83,2,8,0,0,12,11,6,0,0,0,1.658,77.984,187.51,8.313,30766,3.079,3.236,3.567,3.558,3.567,2.552,2.715,237.672,1.812,3.009,6.147,47.245,-3.957,42,55,59,70,81,81,88,95,97,93,0.193,597.72,42,5.273,6.047,6.887,7.69,8.531,9.35,10.192,11.02,11.862,1.03,0.6,3.03,0.57,0,0,0,0,0,9,0,0,0,9,9,18,9,6,0,0,9,0,0,9,0,9.781,1.07,16.643,0.8,364.156,327.5,0.57,0.289,0.149,0.089,59,4925.706,16,0.136,11,96.824,13,41.797,0,0,226.477,36.753,19.019,15.518,51,23830,46630,25.372,32.365,42,84,0,304,0,1254,0,5552,0,25754,2.833,83.12,48.56,127.33,46.52,0,0,0,274,602,0,0,0,330,0,0,0,0,0,3.707,426.522,139.232,303.87,160.852,218,3.322,9,11,4,5,236,292.286,6138,7.129,18311,5540.375,5553.659,5540.809,7716.34,7257.427,0.199,36.797,194,668,211,540,-30.545,3,0,81,0,0,0,0,0,0,0,0,0,0,0,9,42,81,0,24,1,1,0,0,0,0,0,0,0,1,0,0,6,0,12,0,9,0,39,18,12,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,42,0,0,0,0,0,149.013,3.951,4.304,4.357,4.564,4.852,4.754,4.804,4.963,5.004,4.913,1,59,12346,104476,30.545
21,10.811,-4.53,124.162,7.42,0,202,37.182,0.939,2,5,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1798,71.83,779,0,352.07,0,0,0,0,0,0,0,1.036,91.97,86,400,-232.423,-241.532,0,0,14761,56357,1.808,8,6,0,0,11,8,1,0,0,0,1.62,69.461,161.372,7.651,17013,2.332,3.335,3.717,3.707,3.717,2.599,2.774,198.872,1.365,2.974,5.987,29.518,-3.553,37,50,56,67,77,76,81,86,88,79,0.184,526.63,37,5.165,5.958,6.815,7.637,8.492,9.327,10.181,11.022,11.876,1.03,0.6,3.07,0.57,0,0,0,0,0,8,0,0,0,8,8,16,8,1,0,0,8,0,0,8,0,7.469,1.064,13.341,0.625,320.102,320.845,0.577,0.308,0.161,0.096,56,3148.875,16,0.113,8,86.211,13,34.48,0,0,192.75,32.12,15.367,11.348,45,15653,30877,21.907,29.234,37,74,0,274,0,1166,0,5330,0,25484,2.773,72.92,42.58,113.5,40.82,0,0,0,182,400,0,0,0,218,0,0,0,0,0,2.33,342.286,116.153,274.77,150.473,170,3.17,10,16,5,8,115,218.595,4044,6.072,12603,3604.572,3614.009,3604.886,5136.031,4815.368,0.214,32.634,174,594,193,486,9.109,0,0,71,0,0,0,0,0,0,0,0,0,0,0,8,37,71,0,21,1,1,0,0,0,0,0,0,0,2,0,0,5,0,9,1,8,0,34,16,11,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37,0,0,0,0,0,123.622,3.829,4.205,4.304,4.533,4.82,4.718,4.71,4.883,4.956,4.673,1,60,8636,65509,9.109
22,11.59,-3.753,133.518,7.2,0,202,39.171,0.967,2,7,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2211,75.83,883,0,376.282,0,0,0,0,0,0,0,1.272,93.601,90,452,-179.405,-200.086,0,0,17509,62713,1.817,10,6,0,0,11,8,3,0,0,0,1.636,73.055,172.401,7.514,21086,2.536,3.308,3.668,3.659,3.668,2.598,2.767,213.892,1.338,2.977,6.094,30.012,-3.119,39,52,58,69,79,77,82,87,84,77,0.185,554.69,39,5.209,5.999,6.849,7.667,8.518,9.349,10.199,11.037,11.888,1.02,0.6,2.99,0.57,0,0,0,0,0,8,0,0,0,8,8,16,8,2,0,0,8,0,0,8,0,7.903,1.062,14.805,0.667,312.544,311.935,0.573,0.305,0.16,0.095,58,3650.889,16,0.104,8,90.749,13,33.966,0,0,206.131,34.119,16.923,12.661,47,18451,35247,23.293,30.37,39,78,0,286,0,1206,0,5470,0,25988,2.89,78.69,46.1,116.5,44.01,0,0,0,190,412,0,0,0,226,0,0,0,0,0,2.519,374.094,126.88,274.77,154.715,187,3.17,10,14,5,7,131,243.692,4752,6.413,15355,4260.572,4271.484,4260.928,5992.033,5630.128,0.207,34.203,182,602,201,494,20.681,-1,0,77,0,0,0,0,0,0,0,0,0,0,0,8,39,77,0,23,1,1,0,0,0,0,0,0,0,2,0,0,7,0,11,1,8,0,38,16,11,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,39,0,0,0,0,0,134.783,3.871,4.234,4.331,4.554,4.836,4.7,4.71,4.898,4.844,4.644,1,61,10680,89140,20.681
23,11.7,-3.297,138.119,7.11,0,202,40.166,0.981,2,8,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2392,77.83,915,0,385.663,0,0,0,0,0,0,0,1.245,94.425,92,468,-193.267,-186.126,0,0,18923,65803,1.821,12,6,0,0,11,8,3,0,0,0,1.644,74.87,178.088,7.449,23129,2.542,3.308,3.655,3.646,3.655,2.59,2.76,221.339,1.324,2.979,6.141,30.61,-2.908,40,53,59,70,80,78,83,87,85,77,0.184,568.72,40,5.231,6.019,6.866,7.682,8.531,9.36,10.209,11.045,11.894,1.02,0.6,2.95,0.57,0,0,0,0,0,8,0,0,0,8,8,16,8,4,0,0,8,0,0,8,0,8.098,1.061,15.55,0.667,315.007,307.515,0.571,0.304,0.159,0.094,59,3922.526,16,0.1,8,93.051,13,33.704,0,0,212.877,35.118,17.712,13.343,48,19890,37448,23.986,30.902,40,80,0,292,0,1226,0,5540,0,26240,2.944,81.57,47.86,118,45.61,0,0,0,192,418,0,0,0,228,0,0,0,0,0,2.6,389.635,132.272,274.77,156.837,196,3.17,14,11,7,5,135,255.8,5116,6.559,16872,4605.285,4616.705,4605.656,6473.234,6079.122,0.204,34.951,186,606,205,498,-7.141,0,0,80,0,0,0,0,0,0,0,0,0,0,0,8,40,80,0,24,1,1,0,0,0,0,0,0,0,2,0,0,8,0,12,1,8,0,40,16,11,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,40,0,0,0,0,0,140.37,3.892,4.248,4.344,4.564,4.844,4.71,4.718,4.875,4.868,4.635,1,62,11833,103398,7.141
