title,MolID,MW,AMW,Sv,Se,Sp,Ss,Mv,Me,Mp,Ms,nAT,nSK,nBT,nBO,nBM,SCBO,ARR,nCIC,nCIR,RBN,RBF,nDB,nTB,nAB,nH,nC,nN,nO,nS,nF,nCL,nX,nR03,nR04,nR05,nR06,nR09,nR10,nR12,nBnz,ZM1,ZM1V,ZM2,ZM2V,Qindex,SNar,HNar,GNar,Xt,Dz,Ram,Pol,LPRS,VDA,MSD,SMTI,SMTIV,GMTI,GMTIV,Xu,SPI,W,WA,Har,Har2,QW,TI1,TI2,STN,HyDp,RHyDp,w,ww,Rww,D/D,Wap,WhetZ,Whetm,Whetv,Whete,Whetp,J,JhetZ,Jhetm,Jhetv,Jhete,Jhetp,MAXDN,MAXDP,DELS,TIE,S0K,S1K,S2K,S3K,PHI,BLI,PW2,PW3,PW4,PW5,PJI2,CSI,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,BAC,Lop,ICR,D/Dr03,D/Dr04,D/Dr05,D/Dr06,D/Dr09,D/Dr10,D/Dr12,T(N..N),T(N..O),T(N..S),T(N..F),T(N..Cl),T(O..O),T(O..S),T(O..F),T(O..Cl),T(S..S),T(S..F),T(S..Cl),T(F..F),MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,TWC,SRW01,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,TPC,piID,PCR,PCD,CID,BID,nCp,nCs,nCt,nCq,nCrs,nCrt,nCrq,nCar,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nArCOOH,nRCOOR,nArCOOR,nRCONH2,nRCONHR,nArCONHR,nRCONR2,nArCONR2,nArOCON,nRCO,nArCO,nCONN,nRNH2,nArNH2,nRNHR,nRNR2,nArNR2,nArCN,nN+,nNq,nROH,nArOH,nOHp,nOHs,nOHt,nROR,nArOR,nSO2N,nCRX3,nArX,nBeta-Lactams,nPyrrolidines,nPyrroles,nPyrazoles,nImidazoles,nThiophenes,nIsoxazoles,nTriazoles,nPyridines,nHDon,nHAcc,C-001,C-002,C-003,C-004,C-005,C-006,C-007,C-008,C-009,C-011,C-012,C-013,C-016,C-017,C-018,C-019,C-024,C-025,C-026,C-027,C-028,C-029,C-033,C-034,C-035,C-038,C-039,C-040,C-041,C-042,C-043,H-046,H-047,H-048,H-049,H-050,H-051,H-052,H-053,H-054,H-055,O-056,O-057,O-058,O-059,O-060,O-062,N-066,N-067,N-068,N-069,N-070,N-071,N-072,N-073,N-074,N-075,N-079,F-083,F-084,Cl-089,S-107,S-110,Ui,Hy,AMR,TPSA(NO),TPSA(Tot),MLOGP,MLOGP2,ALOGP,ALOGP2,LAI,GVWAI-80,Inflammat-80,Psychotic-80,Psychotic-50,Hypertens-80,Hypertens-50,Neoplastic-80,Infective-80,BLTF96,BLTD48,BLTA96,Potential Energy-OPLS3e,Stretch Energy-OPLS3e,Bend Energy-OPLS3e,Torsional Energy-OPLS3e,Improper Torsional Energy-OPLS3e,Van der Waal Energy-OPLS3e,Electrostatic Energy-OPLS3e,RMS Derivative-OPLS3e,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm,Es_o,PSA_o,Es_w,PSA_w,dEs,|dEs|
21,C38H60N6O7,713.04,6.42,63.69,110.76,67.77,125.17,0.57,1,0.61,2.45,111,51,113,53,12,62,0.113,3,4,10,0.088,6,0,6,60,38,6,7,0,0,0,0,0,0,1,1,0,0,0,1,254,640,289,587,28,32.657,1.709,1.897,0.175,112,19,80,300.093,364.157,0.16,37565,58664,37384,90035,42.063,38.612,9286,7.283,103.162,262.899,6979.551,233.197,2.791,6.28,46144,129.845,22480,227117,41.847,584.288,64448,8336.856,8337.465,10863.38,8356.888,11544.85,2.041,2.268,2.268,1.723,2.263,1.618,2.46,7.157,94.94,320.194,277.294,42.413,19.729,13.173,16.407,1.05,0.585,0.315,0.169,0.101,0.636,1418,696,13.647,1.679,51.256,288,3884,250,258,1.207,2.818,0,0,102.737,144.327,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,53,5.541,6.361,7.236,8.083,8.958,9.817,10.691,11.557,12.432,184.677,51,106,0,402,10,1762,98,8314,738,41036,53,74,88,112,135,141,159,184,196,202,4.143,4.57,4.854,5.178,5.558,5.48,5.576,5.883,5.966,6.003,186.727,212.526,1.138,25.799,100.95,51.155,8,13,4,0,8,0,0,6,4,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,13,8,7,4,0,0,1,0,6,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,28,12,0,0,6,0,14,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.7,2.714,192.929,186.04,186.04,1.233,1.521,4.438,19.692,1,0,0,0,0,0,0,0,0,-2.44,-2.49,-2.46,-560.174,11.889,83.907,35.385,1.784,43.501,-574.575,0.405,5,0,0,0,6,22,0,-2,712.928,9.361,1033.792,776.031,149.377,108.383,0,2148.973,2.25,12.5,0.0407753,0.0181371,0.7790271,66.757,20.216,32.624,21.519,2.697,-3.547,-5.152,2.622,70.387,-2.403,173.653,-1.779,9.063,-0.151,8,-0.981,1,36.927,0,91.942,13,3,1,11,0,11,4,51,3.367,-162.065,184.962,-139.272,198.929,-22.793,22.793
22,C40H61N7O6,736.08,6.46,66.17,113.53,70.32,125.33,0.58,1,0.62,2.36,114,53,117,56,16,67,0.179,4,6,10,0.085,6,0,10,61,40,7,6,0,0,0,0,0,0,2,1,1,0,0,1,270,656,312,624,32,35.142,1.757,1.941,0.169,115.5,20,85,315.005,386.302,0.157,42290,64140,42998,97810,43.344,38.044,10237,7.429,109.269,280.045,7664.713,366.56,3.113,7.856,51853,137.605,25576,274680,40.173,605.816,105130,9143.857,9144.479,11807.5,9165.347,12530.71,1.712,1.912,1.912,1.465,1.907,1.378,2.418,7.265,90.751,270.547,295.58,42.481,19.364,11.863,15.521,1.04,0.586,0.323,0.179,0.102,0.636,1516,729,13.755,1.722,54.342,297,4733,246,229,1.178,2.868,0,0,208.824,132.089,196.543,0,0,132,243,0,0,0,111,0,0,0,0,0,0,0,56,5.602,6.438,7.322,8.182,9.067,9.938,10.823,11.7,12.585,190.656,53,112,0,428,20,1900,210,9108,1656,45752,56,79,98,128,152,164,189,219,233,252,4.22,4.694,5.095,5.543,5.927,6.09,6.396,6.731,6.615,6.831,211.483,266.398,1.26,54.915,105.873,53.153,8,13,4,0,8,0,0,8,4,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,12,8,7,4,0,0,1,0,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,0,6,0,0,0,28,12,1,0,6,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4.087,2.672,202.321,181.6,181.6,1.236,1.528,4.999,24.985,1,0,0,0,0,0,0,0,0,-2.44,-2.49,-2.47,-584.222,10.586,93.175,50.714,8.076,33.498,-661.051,0.21,6,0,0,0,6,21,0,-2,735.965,10.674,1039.17,759.243,102.953,176.975,0,2169.436,2.25,11.75,0.0525136,0.0169607,0.7799074,68.873,20.527,33.053,19.104,3.545,-5.009,-6.111,2.309,323.15,-1.83,519.439,-0.777,8.238,-0.088,7,-0.729,1,53.74,0,64.095,13,3,1,14,0,14,4,53,1.205,-119.222,153.776,-107.582,187.836,-11.64,11.64
23,C39H57N7O6,720.03,6.61,63.97,108.77,67.8,122.5,0.59,1,0.62,2.36,109,52,113,56,16,67,0.179,5,9,8,0.071,6,0,10,57,39,7,6,0,0,0,0,0,0,3,1,1,0,0,1,272,662,320,637,35,35.835,1.814,1.992,0.167,113.5,20,86,306.975,370.885,0.157,40719,61923,42303,96749,42.652,34.611,9643,7.272,109.102,275.694,7051.881,453.925,3.134,9.454,48051,137.148,27677,331153,32.807,509.393,187535,8576.273,8576.879,11168.43,8597.178,11872.1,1.48,1.658,1.658,1.262,1.654,1.185,2.401,7.244,90.535,226.503,290.423,39.937,17.71,9.846,13.602,1.023,0.588,0.336,0.188,0.102,0.8,1487,700,13.462,1.822,49.487,287,4362,240,163,1.073,3.037,0,0,280.682,117.683,174.545,0,0,132,243,0,0,0,111,0,0,0,0,0,0,0,56,5.609,6.463,7.356,8.231,9.125,10.009,10.904,11.793,12.688,190.177,52,112,0,432,30,1948,308,9504,2394,48612,56,80,104,138,162,180,209,244,265,293,4.22,4.703,5.137,5.589,5.956,6.132,6.436,6.767,6.666,6.884,235.666,295.311,1.253,59.645,104.877,52.159,6,14,3,0,10,0,0,8,4,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,12,6,8,3,0,0,2,0,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,0,6,0,0,0,21,14,1,0,5,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4.087,1.969,196.336,172.81,172.81,1.064,1.133,4.085,16.686,1,0,0,0,0,0,0,0,0,-2.29,-2.33,-2.29,-368.611,13.862,128.131,85.9,2.675,32.212,-487.399,0.308,3,0,0,0,6,18,0,-2,719.923,1.9,974.56,688.807,111.404,174.349,0,2078.941,2,13,0.0017357,0.0188647,0.8083227,67.152,19.44,32.329,21.941,2.444,-3.271,-5.322,2.781,188.725,-1.658,425.514,-1.23,8.135,-0.213,7,-1.07,1,56.07,0,83.371,13,2,1,19,0,19,8,52,22.697,-143.992,179.513,-165.375,178.791,21.383,21.383
24,C40H61N7O6,736.08,6.46,66.17,113.53,70.32,125.33,0.58,1,0.62,2.36,114,53,117,56,16,67,0.179,4,6,10,0.085,6,0,10,61,40,7,6,0,0,0,0,0,0,2,1,1,0,0,1,270,656,312,624,32,35.142,1.757,1.941,0.169,115.5,20,85,315.005,386.302,0.157,42290,64140,42998,97810,43.344,38.044,10237,7.429,109.269,280.045,7664.713,366.56,3.113,7.856,51853,137.605,25576,274680,40.173,605.816,105130,9143.857,9144.479,11807.5,9165.347,12530.71,1.712,1.912,1.912,1.465,1.907,1.378,2.418,7.265,90.751,270.547,295.58,42.481,19.364,11.863,15.521,1.04,0.586,0.323,0.179,0.102,0.636,1516,729,13.755,1.722,54.342,297,4733,246,229,1.178,2.868,0,0,208.824,132.089,196.543,0,0,132,243,0,0,0,111,0,0,0,0,0,0,0,56,5.602,6.438,7.322,8.182,9.067,9.938,10.823,11.7,12.585,190.656,53,112,0,428,20,1900,210,9108,1656,45752,56,79,98,128,152,164,189,219,233,252,4.22,4.694,5.095,5.543,5.927,6.09,6.396,6.731,6.615,6.831,211.483,266.398,1.26,54.915,105.873,53.153,8,13,4,0,8,0,0,8,4,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,12,8,7,4,0,0,1,0,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,0,6,0,0,0,28,12,1,0,6,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4.087,2.672,202.321,181.6,181.6,1.236,1.528,4.999,24.985,1,0,0,0,0,0,0,0,0,-2.44,-2.49,-2.47,-466.632,11.349,94.213,30.574,1.819,28.9,-454.268,0.56,5,0,0,0,6,21,0,-2,735.965,3.348,1012.398,718.98,135.334,158.083,0,2172.812,2.25,11.75,0.0051576,0.0174092,0.8013621,68.828,20.373,32.658,20.652,3.341,-3.866,-6.111,2.746,109.324,-2.107,241.896,-1.441,7.968,-0.369,8,-0.7,1,44.119,0,84.65,13,3,1,14,0,14,4,53,3.634,-179.22,188.494,-136.074,189.59,-43.146,43.146
25,C40H61N7O6,736.08,6.46,66.17,113.53,70.32,125.33,0.58,1,0.62,2.36,114,53,117,56,16,67,0.179,4,6,10,0.085,6,0,10,61,40,7,6,0,0,0,0,0,0,2,1,1,0,0,1,270,656,312,624,32,35.142,1.757,1.941,0.169,115.5,20,85,315.005,386.302,0.157,42290,64140,42998,97810,43.344,38.044,10237,7.429,109.269,280.045,7664.713,366.56,3.113,7.856,51853,137.605,25576,274680,40.173,605.816,105130,9143.857,9144.479,11807.5,9165.347,12530.71,1.712,1.912,1.912,1.465,1.907,1.378,2.418,7.265,90.751,270.547,295.58,42.481,19.364,11.863,15.521,1.04,0.586,0.323,0.179,0.102,0.636,1516,729,13.755,1.722,54.342,297,4733,246,229,1.178,2.868,0,0,208.824,132.089,196.543,0,0,132,243,0,0,0,111,0,0,0,0,0,0,0,56,5.602,6.438,7.322,8.182,9.067,9.938,10.823,11.7,12.585,190.656,53,112,0,428,20,1900,210,9108,1656,45752,56,79,98,128,152,164,189,219,233,252,4.22,4.694,5.095,5.543,5.927,6.09,6.396,6.731,6.615,6.831,211.483,266.398,1.26,54.915,105.873,53.153,8,13,4,0,8,0,0,8,4,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,12,8,7,4,0,0,1,0,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,0,6,0,0,0,28,12,1,0,6,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4.087,2.672,202.321,181.6,181.6,1.236,1.528,4.999,24.985,1,0,0,0,0,0,0,0,0,-2.44,-2.49,-2.47,-526.844,12.178,90.931,56.587,5.16,31.777,-569.09,0.389,5,0,0,0,6,21,0,-2,735.965,8.208,1035.374,729.69,132.401,173.283,0,2192.872,2.25,11.75,0.030723,0.0170228,0.7883939,69.775,20.782,33.28,21.819,3.492,-3.803,-6.111,2.464,90.355,-2.122,259.233,-1.333,8.143,-0.2,7,-0.658,1,43.527,0,98.541,13,3,1,14,0,14,4,53,5.382,-154.386,176.11,-114.326,187.337,-40.06,40.06
26,C40H61N7O6,736.08,6.46,66.17,113.53,70.32,125.33,0.58,1,0.62,2.36,114,53,117,56,16,67,0.179,4,6,10,0.085,6,0,10,61,40,7,6,0,0,0,0,0,0,2,1,1,0,0,1,270,656,312,624,32,35.142,1.757,1.941,0.169,115.5,20,85,315.005,386.302,0.157,42290,64140,42998,97810,43.344,38.044,10237,7.429,109.269,280.045,7664.713,366.56,3.113,7.856,51853,137.605,25576,274680,40.173,605.816,105130,9143.857,9144.479,11807.5,9165.347,12530.71,1.712,1.912,1.912,1.465,1.907,1.378,2.418,7.265,90.751,270.547,295.58,42.481,19.364,11.863,15.521,1.04,0.586,0.323,0.179,0.102,0.636,1516,729,13.755,1.722,54.342,297,4733,246,229,1.178,2.868,0,0,208.824,132.089,196.543,0,0,132,243,0,0,0,111,0,0,0,0,0,0,0,56,5.602,6.438,7.322,8.182,9.067,9.938,10.823,11.7,12.585,190.656,53,112,0,428,20,1900,210,9108,1656,45752,56,79,98,128,152,164,189,219,233,252,4.22,4.694,5.095,5.543,5.927,6.09,6.396,6.731,6.615,6.831,211.483,266.398,1.26,54.915,105.873,53.153,8,13,4,0,8,0,0,8,4,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,12,8,7,4,0,0,1,0,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,0,6,0,0,0,28,12,1,0,6,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4.087,2.672,202.321,181.6,181.6,1.236,1.528,4.999,24.985,1,0,0,0,0,0,0,0,0,-2.44,-2.49,-2.47,-518.568,11.908,104.741,27.116,2.272,31.37,-527.184,0.619,6,0,0,0,6,21,0,-2,735.965,8.537,1061.178,731.716,103.51,225.952,0,2222.067,2.25,11.75,0.032797,0.0166089,0.7760354,71.447,21.357,33.77,20.18,3.926,-5.084,-6.111,2.013,269.31,-1.848,512.647,-0.615,8.404,0.063,7,-0.592,1,54.556,0,73.374,13,3,1,14,0,14,4,53,1.473,-168.792,165.123,-115.695,183.818,-53.097,53.097
27,C40H61N7O6,736.08,6.46,66.17,113.53,70.32,125.33,0.58,1,0.62,2.36,114,53,117,56,16,67,0.179,4,6,10,0.085,6,0,10,61,40,7,6,0,0,0,0,0,0,2,1,1,0,0,1,270,656,318,630,32,35.142,1.757,1.941,0.169,115.5,20,91,314.29,380.868,0.155,41690,63366,42374,96838,43.233,37.765,10093,7.324,110.221,282.741,7520.713,359.673,3.098,7.856,50464,139.058,25432,271712,40.254,602.108,104509,8999.857,9000.479,11663.5,9021.347,12386.71,1.735,1.94,1.94,1.482,1.935,1.393,2.423,7.344,91.826,272.875,298.825,42.481,19.364,10.492,15.521,1.049,0.584,0.354,0.186,0.098,0.636,1510,726,13.698,1.666,51.586,294,4604,246,229,1.178,2.865,0,0,208.081,131.759,196.032,0,0,132,243,0,0,0,111,0,0,0,0,0,0,0,56,5.602,6.457,7.341,8.216,9.103,9.984,10.872,11.756,12.645,190.976,53,112,0,428,20,1936,210,9468,1656,48402,56,79,104,131,153,167,193,223,229,259,4.22,4.694,5.131,5.567,5.93,6.09,6.408,6.737,6.609,6.849,211.1,266.261,1.261,55.161,105.848,53.156,8,13,4,0,8,0,0,8,4,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,12,8,7,4,0,0,1,0,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,0,6,0,0,0,31,12,1,0,6,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4.087,2.672,202.091,181.6,181.6,1.236,1.528,5.201,27.05,1,0,0,0,0,0,0,0,0,-2.44,-2.49,-2.47,-445.578,13.8,90.789,111.485,2.739,35.886,-573.307,0.569,5,0,0,0,6,21,0,-2,735.965,6.479,1013.509,713.406,129.047,171.055,0,2149.904,2.25,11.75,0.0195233,0.0173901,0.7948473,68.035,20.317,32.512,20.622,3.249,-3.92,-6.111,2.579,127.883,-2.064,280.588,-1.279,8.331,0.004,7,-0.767,1,44.802,0,83.585,13,3,1,14,0,14,4,53,4.65,-126.971,171.568,-103.507,182.353,-23.464,23.464
28,C39H62N6O7,727.07,6.38,65.28,113.64,69.53,126.67,0.57,1,0.61,2.44,114,52,116,54,12,63,0.111,3,4,10,0.086,6,0,6,62,39,6,7,0,0,0,0,0,0,1,1,0,0,0,1,260,650,298,599,29,33.063,1.696,1.889,0.174,114,20,84,306.921,370.769,0.156,38947,60449,38715,92106,42.6,40.162,9640,7.27,106.148,272.627,7251.816,237.721,2.746,6.28,47754,133.945,23433,236929,43.135,605.038,66906,8653.714,8654.353,11303.77,8674.762,12019.05,2.082,2.314,2.314,1.754,2.308,1.646,2.459,7.271,96.393,334.476,282.423,43.405,19.897,12.828,16.608,1.052,0.587,0.321,0.173,0.102,0.636,1441,708,13.615,1.678,51.524,294,3992,256,289,1.202,2.807,0,0,106.55,146.868,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,54,5.565,6.392,7.272,8.125,9.005,9.871,10.751,11.623,12.504,187.107,52,108,0,412,10,1824,98,8708,738,43528,54,76,92,117,140,147,164,189,202,209,4.159,4.59,4.892,5.212,5.577,5.508,5.598,5.897,5.986,6.028,188.615,214.189,1.136,25.574,102.768,52.155,8,13,4,0,8,0,0,6,4,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,13,8,7,4,0,1,1,0,6,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,28,15,0,0,5,0,14,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.7,1.969,197.826,177.25,177.25,1.406,1.978,4.644,21.562,1,0,0,0,0,0,0,0,0,-2.59,-2.66,-2.64,-257.88,28.075,191.924,30.32,1.403,67.036,-430.166,0.658,5,0,0,0,6,22,0,-2,726.955,15.269,932.802,698.606,153.968,80.228,0,2066.466,2,13.75,0.1128208,0.0208463,0.8411261,63.186,18.674,32.974,21.165,1.68,-1.715,-4.933,3.761,77.935,-2.213,155.822,-1.962,9.26,0.046,8,-1.391,1,44.725,0,80.916,13,2,1,11,0,11,4,52,152.782,-146.472,171.733,-148.741,190.051,2.269,2.269
29,C52H53N7O6,872.12,7.39,75.78,118,79.28,150.67,0.64,1,0.67,2.32,118,65,125,72,40,95,0.472,8,10,10,0.08,6,0,34,53,52,7,6,0,0,0,0,0,0,2,5,1,0,0,5,342,856,400,848,44,49.005,2.021,2.125,0.143,139.5,20,105,407.674,537.846,0.144,76698,120658,83342,205070,50.84,27.219,17480,8.404,140.061,378.043,12896.85,1145.734,2.996,15.023,98423,176.969,42806,510418,36.768,900.697,261298,15217,15217.91,19182.09,15249.26,20262.11,1.12,1.277,1.277,1.004,1.274,0.949,2.529,7.814,98.265,209.482,372.699,45.201,21.535,11.666,14.976,0.926,0.577,0.338,0.184,0.102,0.667,2242,1019,15.677,1.908,84.599,412,8180,327,37,0.41,2.985,0,0,264.634,871.467,247.358,0,0,132,243,0,0,0,111,0,0,0,0,0,0,0,72,5.838,6.686,7.556,8.42,9.295,10.165,11.043,11.918,12.798,220.719,65,144,0,540,20,2412,210,11620,1656,58264,72,99,130,168,208,220,263,319,359,412,4.564,5.095,5.584,6.064,6.518,6.531,6.849,7.199,7.262,7.456,260.493,346.769,1.331,86.276,134.111,65.14,0,13,0,0,8,0,0,32,24,6,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,12,0,7,0,0,0,1,0,6,0,0,0,0,0,0,0,0,24,6,0,0,0,0,1,1,0,0,0,6,0,0,0,0,32,1,0,6,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,5.358,2.46,246.103,181.6,181.6,2.372,5.624,6.295,39.631,1,0,0,0,0,0,0,0,0,-3.41,-3.57,-3.6,-431.105,14.409,87.291,118.923,5.855,94.594,-559.819,1.371,10,0,0,0,6,21,0,-2,872.034,18.017,1056.682,237.719,101.705,717.257,0,2387.262,2.25,11.75,0.135983,0.0166796,0.8174994,82.75,25.527,40.309,24.015,5.595,-4.775,-10.348,0.341,246.563,-1.717,534.963,1.149,8.559,0.589,11,-0.109,1,50.682,0,80.34,13,4,1,38,0,38,4,65,206.38,-192.357,171.557,-116.82,186.372,-75.537,75.537
30,C45H60N8O6,809.13,6.8,71.56,118.75,75.57,137.5,0.6,1,0.64,2.33,119,59,124,64,26,80,0.313,6,9,10,0.081,6,0,20,60,45,8,6,0,0,0,0,0,0,3,2,2,0,0,2,310,754,364,743,40,41.498,1.853,2.021,0.155,128,22,97,361.509,465.153,0.153,58734,90048,62113,144883,47.283,37.392,13722,8.02,125.227,328.476,10133.26,715.975,3.551,11.223,75357,157.968,34222,398509,39.259,734.506,218139,12086.5,12087.26,15413.48,12113.48,16318.58,1.32,1.491,1.491,1.158,1.487,1.091,2.455,7.521,95.972,235.769,335.076,44.221,19.816,11.086,14.852,0.989,0.587,0.335,0.186,0.103,0.909,1933,895,15.169,2.394,71.294,370,5614,291,163,1.004,3.248,0,0,354.227,300.393,446.911,0,0,200,300,0,0,0,111,0,0,0,0,0,0,0,64,5.74,6.592,7.48,8.353,9.242,10.123,11.013,11.897,12.787,206.226,59,128,0,492,30,2216,322,10788,2574,54958,64,91,118,156,187,205,241,284,305,349,4.394,4.931,5.43,5.951,6.369,6.588,6.941,7.29,7.164,7.413,239.573,320.289,1.337,80.716,119.713,59.145,6,13,3,0,8,0,0,16,8,4,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,7,12,6,7,3,0,0,1,0,6,0,0,0,0,0,0,0,0,8,4,0,0,0,0,2,2,0,0,0,6,0,0,0,21,16,2,0,7,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,4.755,3.311,224.353,197.39,197.39,1.081,1.169,5.616,31.542,1,0,0,0,0,0,0,0,0,-2.31,-2.35,-2.31,-551.735,11.045,85.13,53.952,2.659,30.85,-580.282,0.599,8,0,0,0,6,21,0,-2,809.019,12.671,1023.364,534.785,146.58,341.999,0,2248.775,3.25,11.75,0.0713994,0.020699,0.8111459,73.624,22.451,37.163,23.642,3.82,-3.924,-8.051,2.028,81.966,-2.187,185.506,-1,8.386,0.186,8,-0.522,1,44.686,0,86.966,14,3,1,23,0,23,4,59,9.63,-155.09,182.581,-134.154,200.023,-20.936,20.936
